Movie_Name,Genre,Ratings,Duration,Voting_counts
Het Feest van Tante Rita 2 - De Chocobom,Family,6.7,84.0,24.0
Chitti - Potti,Family,9.1,150.0,1700.0
SDL A Batalha Musical,Family,7.3,102.0,42.0
Titip Surat Untuk Tuhan,Family,6.5,81.0,51.0
Wedding Diaries,Family,8.8,121.0,2000.0
Not a Clue,Family,3.7,48.0,32.0
Indonesia dari Timur,Family,6.7,112.0,7.0
Vovó Ninja,Family,5.1,96.0,21.0
Amaltash,Family,8.1,113.0,162.0
Last Defenders of Monogamy,Family,5.3,84.0,410.0
Bayramlik,Family,4.5,114.0,71.0
The Lamb,Family,6.3,85.0,56.0
Double Engine,Family,5.5,106.0,117.0
"Heinähattu, Vilttitossu ja kana",Family,5.0,77.0,63.0
Vozvrashchenie popugaya Keshi,Family,2.5,93.0,117.0
A House Without a Father,Family,5.3,61.0,36.0
Princezna na hrásku,Family,5.6,80.0,66.0
Papu mame zaverni,Family,3.7,106.0,73.0
Childhood Tales,Family,7.2,63.0,33.0
Max und die wilde 7: Die Geister-Oma,Family,6.2,90.0,50.0
Khelaghar Bandhte Legechi,Family,7.1,100.0,8.0
Padmavyuham Lo Chakradhari,Family,7.1,110.0,1700.0
Neposlushniki,Family,4.7,108.0,107.0
Odna doma. Velikolepnaya pyatyorka,Family,4.2,85.0,41.0
Perfekta: Uma Aventura da Escola de Gênios,Family,5.6,92.0,20.0
Wholesome Grove,Family,5.1,99.0,11.0
Appa I Love You,Family,8.2,145.0,543.0
Chicken Coop,Family,5.8,98.0,93.0
Klaantha,Family,6.0,107.0,520.0
Mastaani,Family,8.8,150.0,30.0
Person of the Year,Family,5.4,100.0,13.0
Paagal vs Kadhal,Family,9.0,111.0,2100.0
Iwájú: A Day Ahead,Family,6.6,71.0,76.0
Vindu Bhojanam,Family,7.0,103.0,55.0
Haddhu Ledhu Raa,Family,7.1,112.0,2000.0
Lek Asavi Tar Ashi,Family,4.8,143.0,15.0
Once Upon a Christmas,Family,5.8,115.0,18.0
Malyshariki. Den rozhdeniya,Family,6.1,52.0,29.0
Moyo sobache delo,Family,5.3,77.0,51.0
Idu Entha Lokavayya,Family,5.8,120.0,8.0
Give You a Candy,Family,6.1,134.0,18.0
Fanzo Movie,Family,5.9,104.0,17.0
Semeynyy perepolokh,Family,4.6,87.0,67.0
Uparwala & Sons,Family,9.0,126.0,323.0
Mezhdu nami,Family,5.2,93.0,40.0
Tomari Sathe,Family,7.0,54.0,9.0
Interview,Family,8.4,115.0,9.0
Fien & Teun Circus op de Boerderij,Family,4.9,77.0,15.0
Her Life Choice,Family,2.4,45.0,23.0
Nosso Amiguinho,Family,7.9,100.0,7.0
Udanadi Mangalyam,Family,2.9,90.0,24.0
Kaagada,Family,8.1,149.0,14.0
Borjatri,Family,8.4,72.0,6.0
Novogodnee chudo,Family,5.7,73.0,14.0
"7 dney, 7 nochey",Family,6.2,98.0,414.0
Bitva pap,Family,4.4,79.0,26.0
Omar v bolshom kino,Family,5.4,86.0,32.0
Santa's Chimney of Secrets,Family,4.5,66.0,25.0
Feng Zi Lao Ba,Family,4.3,85.0,6.0
Give 'Em Hell Honey!,Family,5.5,94.0,20.0
Kallu Compound 1995,Family,7.4,140.0,2000.0
Salamat Rahe Dostana Hamara (SRDH),Family,9.3,60.0,87.0
Mallemogga,Family,9.0,132.0,11.0
A Christmas Reunion,Family,4.0,64.0,15.0
Kazhdyy mechtaet o sobake,Family,5.0,90.0,36.0
Eine zweite Chance,Family,8.6,91.0,46.0
Gyakorlat teszi a mestert,Family,6.1,46.0,24.0
Tui Ke Amar,Family,6.6,114.0,6.0
Uzhaipalar Thinam,Family,4.2,122.0,7.0
Iyus Jenius,Family,9.0,82.0,9.0
Nosferatu,Mystery,7.2,132.0,230000.0
The Watchers,Mystery,5.7,102.0,61000.0
Longlegs,Mystery,6.6,101.0,202000.0
Blink Twice,Mystery,6.5,102.0,116000.0
Juror #2,Mystery,7.0,114.0,112000.0
Smile 2,Mystery,6.7,127.0,122000.0
Trap,Mystery,5.8,105.0,150000.0
It's What's Inside,Mystery,6.6,103.0,46000.0
Caddo Lake,Mystery,6.8,103.0,48000.0
A Sacrifice,Mystery,5.0,94.0,6400.0
Love Lies Bleeding,Mystery,6.6,104.0,60000.0
Force of Nature: The Dry 2,Mystery,5.9,120.0,8200.0
Sleeping Dogs,Mystery,6.2,110.0,24000.0
Witchboard,Mystery,5.7,112.0,504.0
The Deliverance,Mystery,5.1,112.0,24000.0
Night Swim,Mystery,4.7,98.0,29000.0
Slingshot,Mystery,5.7,108.0,11000.0
The Rule of Jenny Pen,Mystery,6.2,104.0,7800.0
Cuckoo,Mystery,5.7,102.0,31000.0
I Saw the TV Glow,Mystery,5.8,100.0,40000.0
F*** Marry Kill,Mystery,5.4,97.0,4200.0
The Instigators,Mystery,6.2,101.0,40000.0
Dirty Boy,Mystery,7.4,98.0,53.0
The Damned,Mystery,5.7,89.0,6500.0
Hellboy: The Crooked Man,Mystery,4.5,99.0,15000.0
Time Cut,Mystery,5.0,91.0,21000.0
Exhuma,Mystery,6.9,134.0,26000.0
Blackwater Lane,Mystery,4.6,108.0,2600.0
Outbreak,Mystery,4.4,88.0,1500.0
Hidden Face,Mystery,6.1,115.0,754.0
Absolution,Mystery,5.2,112.0,9600.0
Within the Pines,Mystery,6.4,73.0,23.0
Boneyard,Mystery,4.1,96.0,5500.0
Long Gone Heroes,Mystery,5.1,101.0,1600.0
Colors of Evil: Red,Mystery,6.4,111.0,8900.0
Skincare,Mystery,5.7,96.0,5300.0
Killer Heat,Mystery,5.6,95.0,14000.0
Kishkindha Kaandam,Mystery,8.0,133.0,14000.0
Turtles All the Way Down,Mystery,6.6,111.0,7900.0
Afraid,Mystery,5.2,84.0,15000.0
Imaginary,Mystery,4.7,104.0,18000.0
Sookshma Darshini,Mystery,7.8,142.0,12000.0
Ghost Train,Mystery,4.9,94.0,143.0
Mr. K,Mystery,5.4,94.0,1400.0
Die Alone,Mystery,5.8,90.0,4300.0
Karma,Mystery,7.9,167.0,1500.0
The Ruse,Mystery,7.1,105.0,586.0
Damaged,Mystery,4.7,97.0,7900.0
Saint Clare,Mystery,4.5,92.0,735.0
Do Patti,Mystery,6.3,126.0,70000.0
Hunting Daze,Mystery,5.4,79.0,631.0
The Girl in the Pool,Mystery,4.3,89.0,1700.0
Depravity,Mystery,4.3,117.0,1300.0
Triumph,Mystery,5.2,98.0,342.0
Brief History of a Family,Mystery,6.8,100.0,624.0
Handling the Undead,Mystery,5.3,97.0,4700.0
Bougainvillea,Mystery,6.4,138.0,3500.0
Drugstore June,Mystery,5.4,91.0,1900.0
Anweshippin Kandethum,Mystery,7.4,142.0,11000.0
Wynonna Earp: Vengeance,Mystery,5.6,96.0,1800.0
Pedro Páramo,Mystery,6.3,130.0,3300.0
The Soul Eater,Mystery,5.8,108.0,3300.0
She's Got No Name,Mystery,5.4,94.0,366.0
Golam,Mystery,7.2,120.0,6400.0
Revolver,Mystery,5.5,114.0,1000.0
Kryptic,Mystery,4.0,102.0,691.0
Classified,Mystery,3.7,105.0,3000.0
Vina: Before 7 Days,Mystery,5.4,100.0,680.0
Reunion,Mystery,5.6,90.0,3800.0
The Image of You,Mystery,4.6,90.0,948.0
Black,Mystery,7.1,115.0,3000.0
Thalavan,Mystery,7.2,131.0,5800.0
Detained,Mystery,4.9,97.0,2000.0
City Hunter,Mystery,6.3,102.0,5900.0
Believer,Mystery,4.7,108.0,501.0
To Kill a Wolf,Mystery,8.7,92.0,92.0
Bloodline Killer,Mystery,4.3,105.0,5400.0
American Star,Mystery,5.5,107.0,2600.0
A Strange House,Mystery,5.2,110.0,417.0
Inheritance,Mystery,5.1,94.0,3800.0
Merry Christmas,Mystery,6.9,144.0,30000.0
Following,Mystery,6.5,102.0,1500.0
Sikandar Ka Muqaddar,Mystery,6.0,142.0,25000.0
Abraham Ozler,Mystery,6.6,143.0,4700.0
Heresy,Mystery,6.8,61.0,344.0
Murder Mubarak,Mystery,5.8,140.0,51000.0
Campton Manor,Mystery,3.4,83.0,268.0
Gazer,Mystery,5.6,114.0,359.0
Crescent City,Mystery,3.9,103.0,1500.0
Arcadia,Mystery,6.9,99.0,559.0
The Sand Castle,Mystery,4.7,98.0,1800.0
Unknown Caller,Mystery,7.3,63.0,35.0
Dancing Village: The Curse Begins,Mystery,5.7,122.0,4300.0
Rippy,Mystery,4.2,83.0,1100.0
Serpent's Path,Mystery,5.8,112.0,329.0
The Lost Daughter,Mystery,5.6,99.0,349.0
Salawahan,Mystery,4.4,116.0,498.0
Solvent,Mystery,7.2,94.0,462.0
My Husband Hired a Hitman,Mystery,4.6,92.0,96.0
Hunting Matthew Nichols,Mystery,8.2,96.0,56.0
Guess Who,Mystery,4.8,93.0,379.0
Karma's a Bitch,Mystery,4.7,89.0,50.0
Midnight Express,Mystery,8.4,64.0,7.0
The Fall of 2008,Mystery,5.8,61.0,12.0
Killer Body Count,Mystery,4.7,109.0,710.0
The North Witch,Mystery,4.2,80.0,164.0
Drive Back,Mystery,4.5,94.0,788.0
Cheat,Mystery,4.1,105.0,228.0
Cinderella's Curse,Mystery,3.4,82.0,1400.0
Rautu Ka Raaz,Mystery,6.3,114.0,2000.0
Strictly Confidential,Mystery,2.8,94.0,896.0
Uninvited,Mystery,5.6,93.0,383.0
A Place Called Silence,Mystery,6.5,119.0,1400.0
Phir Aayi Hasseen Dillruba,Mystery,5.8,132.0,7100.0
Cinderella's Revenge,Mystery,3.8,85.0,1300.0
Sheriff,Mystery,6.9,133.0,1200.0
Doctor X: The Movie,Mystery,7.4,128.0,98.0
The Dead Thing,Mystery,4.7,94.0,1100.0
The Hangman,Mystery,3.3,92.0,1100.0
A Stranger's Child,Mystery,5.6,88.0,166.0
Somebody,Mystery,6.5,112.0,111.0
They Called Him Mostly Harmless,Mystery,5.9,89.0,3400.0
The Monster Beneath Us,Mystery,5.0,103.0,514.0
Cellphone,Mystery,3.0,88.0,766.0
Borderless Fog,Mystery,5.2,110.0,1400.0
Paranoia,Mystery,4.1,95.0,419.0
Behave,Mystery,2.6,88.0,245.0
You Will Die in 6 Hours,Mystery,5.0,91.0,347.0
Kondal,Mystery,5.3,147.0,814.0
Transamazonia,Mystery,5.9,112.0,88.0
Missing Child Videotape,Mystery,5.5,104.0,288.0
Kurukku,Mystery,6.3,109.0,544.0
Chapel,Mystery,3.3,92.0,206.0
#AMFAD: All My Friends Are Dead,Mystery,4.5,91.0,1300.0
Ranam Aram Thavarel,Mystery,5.9,121.0,820.0
Free Falling,Mystery,5.2,89.0,320.0
Horror in the High Desert 3: Firewatch,Mystery,5.4,88.0,806.0
House of Lies,Mystery,3.8,82.0,193.0
Granny,Mystery,7.3,40.0,9.0
Stupid Games,Mystery,4.2,86.0,464.0
Held Hostage in My House,Mystery,4.6,90.0,158.0
DNA,Mystery,5.4,156.0,230.0
The American Backyard,Mystery,6.1,107.0,298.0
Flesh of the Unforgiven,Mystery,7.5,88.0,69.0
Oshi no Ko: The Final Act,Mystery,6.1,129.0,220.0
"April, Come She Will",Mystery,6.2,108.0,487.0
Faultline,Mystery,4.7,92.0,152.0
Live or Dead: The García File,Mystery,6.6,84.0,96.0
The Yin Yang Master Zero,Mystery,5.7,112.0,311.0
Séance Games: Metaxu,Mystery,3.7,86.0,398.0
10 Days of a Curious Man,Mystery,5.7,110.0,1400.0
Perewangan,Mystery,5.4,109.0,193.0
Birthright,Mystery,5.3,80.0,268.0
Drive,Mystery,5.6,90.0,390.0
Athomugam,Mystery,7.0,130.0,657.0
While You Were Sleeping,Mystery,6.0,99.0,181.0
Pogumidam Vegu Thooramillai,Mystery,7.3,133.0,3900.0
Haze,Mystery,6.4,76.0,56.0
Chaalchitro: The Frame Fatale,Mystery,6.4,124.0,951.0
What Happens in Miami,Mystery,4.3,90.0,225.0
Danger in the Dorm,Mystery,5.0,86.0,169.0
Dark Night of the Soul,Mystery,3.1,81.0,187.0
Shark Island,Mystery,3.1,81.0,147.0
The Manifestation,Mystery,3.5,84.0,207.0
Portraits,Mystery,4.7,82.0,49.0
First Nights at Freddy's,Mystery,9.0,98.0,22.0
Murder and Cocktails,Mystery,3.9,88.0,374.0
9 Windows,Mystery,3.6,82.0,334.0
From Darkness,Mystery,4.9,95.0,613.0
Lunacy,Mystery,5.0,77.0,67.0
About a Hero,Mystery,6.2,84.0,64.0
Deadly Invitations,Mystery,4.1,89.0,188.0
In Our Blood,Mystery,6.8,89.0,52.0
The Private Eye,Mystery,5.4,115.0,277.0
Andhagan,Mystery,6.6,142.0,1200.0
Six jours,Mystery,5.8,95.0,307.0
ClearMind,Mystery,4.1,85.0,2200.0
Prasanna Vadanam,Mystery,6.6,146.0,581.0
Tell No Lies,Mystery,5.0,104.0,252.0
Amp House Massacre,Mystery,3.8,80.0,206.0
Final Girl: Halloween,Mystery,3.8,85.0,116.0
Darah Nyai,Mystery,7.0,90.0,8.0
The Sintern,Mystery,4.7,98.0,158.0
7/G,Mystery,4.3,140.0,645.0
Last Stop: Rocafort St.,Mystery,4.1,89.0,530.0
The Redemption of Sin,Mystery,5.6,116.0,257.0
Dark Feathers: Dance of the Geisha,Mystery,6.0,93.0,1100.0
A Stranger in the Woods,Mystery,4.8,83.0,715.0
The Stalking,Mystery,3.8,72.0,56.0
Killer Influence,Mystery,2.6,84.0,334.0
You Are Not Alone,Mystery,6.0,105.0,83.0
Partners,Mystery,4.8,110.0,130.0
Bhoothaddam Bhaskar Narayana,Mystery,6.2,141.0,296.0
Room 0,Mystery,3.1,102.0,222.0
The Choice,Mystery,9.5,40.0,8.0
Aftermath,Mystery,5.2,78.0,4400.0
Rakshana,Mystery,5.5,139.0,1200.0
Snow Valley,Mystery,2.8,75.0,354.0
Burning Butterflies,Mystery,7.6,103.0,101.0
The Last Chainsaw Massacre,Mystery,3.7,75.0,43.0
Buying Time,Mystery,6.3,84.0,510.0
Algiers,Mystery,7.7,93.0,73.0
Simbaa,Mystery,5.7,121.0,2200.0
Nico,Mystery,8.2,109.0,51.0
The Apocalypse Box,Mystery,3.3,86.0,250.0
What Happened to Suzy,Mystery,6.3,94.0,97.0
Inti Number 13,Mystery,7.6,127.0,1100.0
Secret,Mystery,3.9,119.0,770.0
A Song from the Dark,Mystery,4.9,105.0,2200.0
Carnage for Christmas,Mystery,4.5,69.0,355.0
Kaljiga,Mystery,8.4,114.0,44.0
Flashlight,Mystery,6.0,77.0,18.0
The Shadow,Mystery,6.4,90.0,291.0
Foreclosure 2,Mystery,3.2,77.0,150.0
The Unseen Sister,Mystery,6.7,112.0,1100.0
The Birthday Boy,Mystery,8.0,118.0,3100.0
Octopus with Broken Arms,Mystery,6.1,109.0,362.0
Morena,Mystery,5.3,106.0,132.0
Guadalupe: Mother of Humanity,Mystery,6.9,102.0,44.0
Hunters on a White Field,Mystery,4.9,100.0,473.0
Cold Blows the Wind,Mystery,5.7,85.0,810.0
Don't Look Back... I Know Your Origins,Mystery,3.7,104.0,116.0
Dr. Jason II: Lights & Shadows,Mystery,4.9,62.0,384.0
Dismissed,Mystery,5.9,91.0,135.0
Best Man Dead Man,Mystery,6.5,83.0,56.0
Water Horse,Mystery,5.1,85.0,264.0
Like Aani Subscribe,Mystery,7.2,140.0,6200.0
Cidade; Campo,Mystery,6.3,119.0,160.0
Tenant,Mystery,3.7,99.0,214.0
Bato: Road to Death,Mystery,5.4,137.0,777.0
The Hunter's Anthology: The Demon Hunter,Mystery,4.7,126.0,105.0
Tragic,Mystery,9.0,96.0,21.0
Sakura,Mystery,6.2,119.0,81.0
A Cold Grave,Mystery,3.5,75.0,280.0
The Night Curse of Reatrei,Mystery,4.4,95.0,121.0
Huggin Molly,Mystery,5.9,54.0,88.0
The Legend of the Vagabond Queen of Lagos,Mystery,7.8,100.0,50.0
Bodiless,Mystery,5.7,90.0,1200.0
Scopophobia,Mystery,5.3,100.0,92.0
Tears of Blood,Mystery,9.7,88.0,8.0
Zateryannye,Mystery,6.0,90.0,225.0
The Women in the Lakes,Mystery,4.9,141.0,34.0
200KG Vampire,Mystery,4.1,93.0,63.0
The Box,Mystery,3.3,79.0,87.0
Døde menn går på ski,Mystery,5.2,89.0,343.0
Midnight Taxi,Mystery,5.2,97.0,119.0
Beline,Mystery,5.5,88.0,1300.0
Haunting Trophies,Mystery,6.2,150.0,95.0
"Silent Night, Bloody Night 3: Descent",Mystery,3.2,100.0,213.0
That person has disappeared,Mystery,7.1,104.0,88.0
A Knife in the Dark,Mystery,3.2,76.0,91.0
Passages of Nexus,Mystery,5.3,108.0,327.0
Agastya - Chapter 1,Mystery,6.9,168.0,635.0
Glass Casa,Mystery,7.7,106.0,52.0
Dark Deceptions,Mystery,6.0,82.0,39.0
Idealnaya zhertva,Mystery,8.5,92.0,8.0
Not Your Average Family,Mystery,5.5,97.0,119.0
Housekeeping,Mystery,6.0,98.0,42.0
Killerwood,Mystery,6.6,84.0,69.0
Videotheque,Mystery,5.2,112.0,108.0
Daitya,Mystery,7.1,101.0,10.0
Anno 2020,Mystery,8.6,145.0,25.0
The Gatekeeper,Mystery,5.5,97.0,21.0
Welcome to the Game,Mystery,6.0,90.0,70.0
Raktaksha,Mystery,6.1,118.0,1700.0
Suspect,Mystery,4.5,94.0,92.0
Zim Zim Ala Kazim,Mystery,3.6,100.0,115.0
Swakaryam Sambhavabahulam,Mystery,6.3,116.0,187.0
Dream Lock,Mystery,8.2,100.0,24.0
Dead Man,Mystery,5.1,109.0,220.0
Shri Swapankumarer Badami Hyenar Kobole,Mystery,5.6,146.0,336.0
Scarlet Blue,Mystery,5.6,106.0,21.0
Lotus,Mystery,7.0,117.0,41.0
Gizmo,Mystery,6.1,77.0,8.0
Lipstick on the Glass,Mystery,4.1,116.0,15.0
O Clube das Mulheres de Negócios,Mystery,4.7,95.0,115.0
Una historia y ya...,Mystery,3.9,87.0,44.0
The Mermaid,Mystery,7.8,105.0,36.0
Gossip to Die For,Mystery,5.2,94.0,85.0
Amityville Turkey Day,Mystery,3.0,94.0,368.0
Hidden Memories,Mystery,5.8,84.0,33.0
Wishes of the Blue Girl,Mystery,4.3,73.0,382.0
Un trago de infierno,Mystery,7.6,90.0,5.0
Insane Like Me?,Mystery,4.4,86.0,60.0
Danger Zone,Mystery,8.7,122.0,6.0
Blue Christmas,Mystery,5.6,79.0,23.0
Muroi Shinji: Yaburezaru Mono,Mystery,6.3,115.0,31.0
Miss PJ,Mystery,5.3,115.0,67.0
Churul,Mystery,9.2,104.0,195.0
Real Estate Sisters,Mystery,4.5,84.0,31.0
Take Good Care,Mystery,6.1,101.0,8.0
Di Renjie: Tongtian xuan an,Mystery,6.8,85.0,21.0
Real Life Fiction,Mystery,4.1,95.0,81.0
The Haunting of Hollywood,Mystery,6.8,85.0,276.0
The Victims,Mystery,5.9,99.0,97.0
El Juego Del Poder,Mystery,8.2,95.0,12.0
Who Killed Angel Adams?,Mystery,6.4,76.0,25.0
The Mystery of Humanoid Puppet,Mystery,6.8,88.0,62.0
Strangers,Mystery,6.6,99.0,10.0
Into the Box,Mystery,7.6,96.0,10.0
Nayan Rahasya,Mystery,4.8,114.0,172.0
Chandranum Policeum,Mystery,8.5,113.0,580.0
Bo Nan Za,Mystery,9.1,61.0,29.0
Teddiscare,Mystery,2.0,82.0,177.0
Birthmark,Mystery,4.4,117.0,192.0
Bigul,Mystery,8.7,144.0,57.0
Durga,Mystery,8.6,134.0,174.0
10/31 Part 4,Mystery,5.5,87.0,19.0
Who Killed Terrance Brown?,Mystery,6.7,95.0,13.0
Rodnya,Mystery,5.9,99.0,14.0
Tale of the Land,Mystery,6.1,99.0,22.0
Pride,Mystery,9.0,125.0,13.0
Joy Hanu Man,Mystery,8.9,143.0,27.0
Lost Chapters,Mystery,6.7,68.0,22.0
Sanak,Mystery,8.7,153.0,10.0
L.I.F.E.,Mystery,4.1,108.0,31.0
Dharma Daiva,Mystery,8.0,112.0,28.0
Riptide,Mystery,6.9,85.0,10.0
Ellige Payana Yavudo Daari,Mystery,8.3,134.0,258.0
Danyang Mahar Tukar Nyawa,Mystery,5.9,110.0,10.0
First Person Savior,Mystery,4.9,81.0,12.0
Black.White.Red.,Mystery,7.8,93.0,25.0
Kalponik,Mystery,9.1,53.0,13.0
Dead Dead Full Dead,Mystery,6.6,110.0,14.0
Anak Perjanjian Syaitan 2,Mystery,6.4,89.0,34.0
SMB-plush presents trick or death,Mystery,7.5,120.0,18.0
Kadhai,Mystery,9.2,100.0,33.0
The Killing Performance,Mystery,5.8,128.0,29.0
Malam Keramat,Mystery,6.0,90.0,33.0
What Lies Within,Mystery,5.2,90.0,13.0
Dai jia fa de ren,Mystery,5.5,121.0,67.0
Dead Boys Club,Mystery,6.3,105.0,26.0
Aliens Uncovered: UFOs Over Arizona,Mystery,6.4,116.0,23.0
Artificial Evil Awakens,Mystery,9.1,63.0,12.0
Der Bote,Mystery,8.6,51.0,9.0
Clownface 3,Mystery,8.2,104.0,58.0
Ithuvare,Mystery,5.4,129.0,28.0
Aranyar Prachin Probad,Mystery,6.6,123.0,17.0
Tranquility: Ghost Stories,Mystery,7.6,88.0,53.0
Corridor,Mystery,5.9,108.0,10.0
Rukhwat,Mystery,7.6,117.0,10.0
All Suspects,Mystery,3.7,96.0,21.0
Saka Perawan,Mystery,5.1,91.0,57.0
Satham Indri Mutham Tha,Mystery,6.9,107.0,1200.0
Grayson's Encounter,Mystery,7.0,70.0,23.0
American Dirge,Mystery,9.7,81.0,6.0
Perfumed with Mint,Mystery,6.2,111.0,28.0
The Washer,Mystery,7.1,90.0,11.0
Tilottoma,Mystery,8.2,98.0,30.0
Aladiner Prodeepe Jevabe Doittyo Elo,Mystery,8.6,50.0,10.0
Aru Tozasareta Yuki no Sanso de,Mystery,5.1,109.0,150.0
Problematic Intentions,Mystery,4.6,90.0,15.0
A kiút,Mystery,9.6,47.0,60.0
The Stranger,Mystery,7.5,100.0,9.0
Transmedium: Fastmovers & USOs,Mystery,6.5,113.0,41.0
Moyurakkhi,Mystery,8.3,96.0,6.0
Bambara Wasanthe,Mystery,7.5,101.0,6.0
Vmeste navsegda,Mystery,8.5,93.0,8.0
Bahirbhoomi,Mystery,4.0,120.0,1100.0
A Coffin of Stars,Mystery,5.2,100.0,6.0
A Girl Upstairs,Mystery,6.2,90.0,50.0
Mother's Kingdom,Mystery,6.8,97.0,14.0
Vypusti menya,Mystery,6.6,78.0,33.0
"Rapunzel, El Perro y El Brujo",Mystery,7.6,109.0,22.0
Yaa Devi Sarva Bhuteshu,Mystery,8.7,119.0,9.0
Combat Code: Hunt,Mystery,7.7,76.0,20.0
Verified,Mystery,5.1,97.0,9.0
The Director's Cut,Mystery,4.2,82.0,16.0
Hometown Mysteries: A Farmhouse Murder,Mystery,2.4,106.0,5.0
Sragaal,Mystery,8.5,140.0,21.0
King Saud,Mystery,7.8,100.0,14.0
The Hole Story,Mystery,7.4,87.0,8.0
Within the Walls,Mystery,6.4,96.0,15.0
Misteri Bilik Korek Api,Mystery,5.6,73.0,10.0
"I'm Okay, We're Okay",Mystery,6.7,107.0,6.0
Biswas Villa-An Unfinished Story,Mystery,8.6,54.0,21.0
Kinoplenka N8,Mystery,4.3,110.0,59.0
Don't Open the Box,Mystery,7.0,45.0,9.0
La función,Mystery,5.7,93.0,8.0
It's Not the Time,Mystery,6.6,78.0,22.0
Khoroshie devochki,Mystery,8.7,91.0,8.0
The Burned Hand,Mystery,8.0,85.0,12.0
Demons vs. Ghosts,Mystery,7.6,92.0,8.0
Belyy parokhod,Mystery,7.7,97.0,10.0
So It Goes,Mystery,3.2,77.0,19.0
Lealtad o Morir,Mystery,8.5,87.0,11.0
Once Passed On,Mystery,6.6,91.0,7.0
Not One and Not Two,Mystery,5.6,72.0,6.0
